"Participant","Stimulus","Trial_Order_Phase1","Trial_Duration_Phase1","Rating_RT_Phase1","Cue_Color","Condition","Beauty","Attractiveness","Trustworthiness","Trial_Order_Phase2","Trial_Duration_Phase2","Rating_RT_Phase2","Realness","Gender","SexualOrientation","Category","Relevance"
"S083","NM-1033",51,2,7353,"blue","AI-Generated",2,0,3,1,1,842,1,"Male","Heterosexual","Male","Irrelevant"
"S083","NF-1004",52,2,9539,"red","Photograph",1,1,2,1,1,1401,-2,"Male","Heterosexual","Female","Relevant"
"S083","NF-1016",53,2,7930,"blue","AI-Generated",3,3,3,1,1,3629,1,"Male","Heterosexual","Female","Relevant"
"S083","NF-1109",54,2,6541,"blue","AI-Generated",1,1,1,1,1,2656,-1,"Male","Heterosexual","Female","Relevant"
"S083","NM-1035",55,2,4673,"blue","AI-Generated",0,0,0,1,1,2151,-2,"Male","Heterosexual","Male","Irrelevant"
"S083","NM-1092",56,2,3613,"blue","AI-Generated",0,0,3,1,1,2835,-1,"Male","Heterosexual","Male","Irrelevant"
"S083","NF-1005",57,2,4012,"blue","AI-Generated",3,3,4,1,1,1703,-1,"Male","Heterosexual","Female","Relevant"
"S083","NF-1088",58,2,4992,"blue","AI-Generated",3,2,1,1,1,1162,0,"Male","Heterosexual","Female","Relevant"
"S083","NF-1060",59,2,3958,"blue","AI-Generated",1,0,2,1,1,1118,1,"Male","Heterosexual","Female","Relevant"
"S083","NF-1003",60,2,4712,"red","Photograph",1,0,3,1,1,1009,-2,"Male","Heterosexual","Female","Relevant"
"S083","NF-1053",61,2,4828,"red","Photograph",0,0,0,1,1,1203,2,"Male","Heterosexual","Female","Relevant"
"S083","NF-1056",62,2,4758,"blue","AI-Generated",2,2,3,1,1,3248,-1,"Male","Heterosexual","Female","Relevant"
"S083","NF-1030",63,2,3521,"red","Photograph",3,2,3,1,1,1638,-1,"Male","Heterosexual","Female","Relevant"
"S083","NF-1072",64,2,5156,"red","Photograph",3,2,3,1,1,1213,1,"Male","Heterosexual","Female","Relevant"
"S083","NM-1029",65,2,3438,"blue","AI-Generated",0,0,0,1,1,1729,1,"Male","Heterosexual","Male","Irrelevant"
"S083","NF-1032",66,2,5621,"red","Photograph",3,4,3,1,1,1701,1,"Male","Heterosexual","Female","Relevant"
"S083","NF-1047",67,2,2572,"blue","AI-Generated",0,0,0,1,1,2471,-1,"Male","Heterosexual","Female","Relevant"
"S083","NF-1069",68,2,2729,"blue","AI-Generated",0,0,1,1,1,1489,0,"Male","Heterosexual","Female","Relevant"
"S083","NF-1031",69,2,3313,"blue","AI-Generated",0,0,0,1,1,1489,-1,"Male","Heterosexual","Female","Relevant"
"S083","NM-1058",70,2,4005,"blue","AI-Generated",2,0,0,1,1,1205,1,"Male","Heterosexual","Male","Irrelevant"
"S083","NF-1042",71,2,8948,"blue","AI-Generated",0,0,3,1,1,2107,-1,"Male","Heterosexual","Female","Relevant"
"S083","NF-1015",72,2,5318,"red","Photograph",1,0,2,1,1,1300,-3,"Male","Heterosexual","Female","Relevant"
"S083","NF-1021",73,2,5548,"red","Photograph",1,0,3,1,1,1106,-2,"Male","Heterosexual","Female","Relevant"
"S083","NF-1022",74,2,5473,"red","Photograph",1,0,4,1,1,1121,-1,"Male","Heterosexual","Female","Relevant"
"S083","NF-1014",75,2,9662,"red","Photograph",0,0,5,1,1,4304,1,"Male","Heterosexual","Female","Relevant"
"S083","NM-1104",76,2,5191,"blue","AI-Generated",1,0,4,1,1,1671,1,"Male","Heterosexual","Male","Irrelevant"
"S083","NF-1066",77,2,11209,"blue","AI-Generated",2,3,2,1,1,1505,1,"Male","Heterosexual","Female","Relevant"
"S083","NF-1100",78,2,3824,"blue","AI-Generated",2,1,1,1,1,1517,1,"Male","Heterosexual","Female","Relevant"
"S083","NF-1103",79,2,8192,"red","Photograph",1,0,1,1,1,1166,-2,"Male","Heterosexual","Female","Relevant"
"S083","NM-1011",80,2,3785,"blue","AI-Generated",2,0,3,1,1,4844,1,"Male","Heterosexual","Male","Irrelevant"
"S083","NF-1044",81,2,4902,"red","Photograph",3,3,2,1,1,1020,1,"Male","Heterosexual","Female","Relevant"
"S083","NF-1076",82,2,8614,"red","Photograph",4,4,1,1,1,1496,-1,"Male","Heterosexual","Female","Relevant"
"S083","NF-1002",83,2,5934,"red","Photograph",1,0,3,1,1,2695,-1,"Male","Heterosexual","Female","Relevant"
"S083","NF-1089",84,2,5231,"blue","AI-Generated",3,3,3,1,1,8152,-2,"Male","Heterosexual","Female","Relevant"
"S083","NF-1085",85,2,3065,"red","Photograph",1,0,3,1,1,791,1,"Male","Heterosexual","Female","Relevant"
"S083","NF-1037",86,2,4045,"blue","AI-Generated",1,0,4,1,1,1366,1,"Male","Heterosexual","Female","Relevant"
"S083","NF-1063",87,2,9993,"red","Photograph",5,5,3,1,1,1550,-2,"Male","Heterosexual","Female","Relevant"
"S083","NM-1102",88,2,9411,"red","Photograph",1,0,1,1,1,2272,1,"Male","Heterosexual","Male","Irrelevant"
"S083","NM-1027",89,2,3422,"red","Photograph",0,0,3,1,1,1365,0,"Male","Heterosexual","Male","Irrelevant"
"S083","NF-1086",90,2,4516,"red","Photograph",3,3,4,1,1,1504,-1,"Male","Heterosexual","Female","Relevant"
"S083","NF-1020",91,2,6491,"blue","AI-Generated",2,2,3,1,1,1201,-2,"Male","Heterosexual","Female","Relevant"
"S083","NF-1082",92,2,3041,"blue","AI-Generated",0,0,2,1,1,1169,1,"Male","Heterosexual","Female","Relevant"
"S083","NF-1079",93,2,4305,"red","Photograph",1,1,0,1,1,1155,-3,"Male","Heterosexual","Female","Relevant"
"S083","NF-1095",94,2,5160,"red","Photograph",1,1,3,1,1,2189,1,"Male","Heterosexual","Female","Relevant"
"S083","NF-1107",95,2,4049,"blue","AI-Generated",0,0,3,1,1,1739,0,"Male","Heterosexual","Female","Relevant"
"S083","NF-1013",96,2,4627,"red","Photograph",1,0,2,1,1,1033,1,"Male","Heterosexual","Female","Relevant"
"S083","NF-1096",97,2,4216,"red","Photograph",1,0,4,1,1,1301,0,"Male","Heterosexual","Female","Relevant"
"S083","NF-1026",98,2,3358,"red","Photograph",0,0,3,1,1,1005,1,"Male","Heterosexual","Female","Relevant"
"S083","NF-1034",99,2,3265,"red","Photograph",1,0,3,1,1,2095,1,"Male","Heterosexual","Female","Relevant"
"S083","NF-1099",100,2,4690,"red","Photograph",2,1,2,1,1,1064,-1,"Male","Heterosexual","Female","Relevant"
"S083","NF-1062",101,2,7377,"red","Photograph",1,1,2,1,1,1362,-1,"Male","Heterosexual","Female","Relevant"
"S083","NF-1028",102,2,6116,"blue","AI-Generated",2,1,3,1,1,2302,-1,"Male","Heterosexual","Female","Relevant"
"S083","NF-1094",103,2,5269,"blue","AI-Generated",5,5,4,1,1,1110,-1,"Male","Heterosexual","Female","Relevant"
"S083","NF-1046",104,2,8283,"red","Photograph",5,4,4,1,1,1202,1,"Male","Heterosexual","Female","Relevant"
"S083","NF-1041",105,2,7610,"blue","AI-Generated",4,3,4,1,1,1797,1,"Male","Heterosexual","Female","Relevant"
"S083","NF-1039",106,2,7680,"blue","AI-Generated",1,1,2,1,1,1060,-2,"Male","Heterosexual","Female","Relevant"
"S083","NF-1017",107,2,4870,"red","Photograph",3,1,0,1,1,1795,1,"Male","Heterosexual","Female","Relevant"
"S083","NF-1018",108,2,3780,"blue","AI-Generated",2,1,3,1,1,1193,1,"Male","Heterosexual","Female","Relevant"
"S083","NF-1105",109,2,10626,"red","Photograph",4,3,2,1,1,2778,2,"Male","Heterosexual","Female","Relevant"
"S109","NM-1027",1,2,2738,"red","AI-Generated",0,0,0,1,1,832,-3,"Female","Heterosexual","Male","Relevant"
"S109","NM-1011",2,2,4718,"green","Photograph",0,0,4,1,1,776,3,"Female","Heterosexual","Male","Relevant"
"S109","NF-1026",3,2,5044,"green","Photograph",0,0,2,1,1,941,3,"Female","Heterosexual","Female","Irrelevant"
"S109","NF-1089",4,2,5423,"red","AI-Generated",1,0,4,1,1,698,-3,"Female","Heterosexual","Female","Irrelevant"
"S109","NF-1045",5,2,4015,"red","AI-Generated",2,2,5,1,1,691,-3,"Female","Heterosexual","Female","Irrelevant"
"S109","NF-1028",6,2,2049,"red","AI-Generated",2,2,4,1,1,796,-3,"Female","Heterosexual","Female","Irrelevant"
"S109","NF-1040",7,2,2281,"red","AI-Generated",2,2,6,1,1,1125,3,"Female","Heterosexual","Female","Irrelevant"
"S109","NF-1068",8,2,3227,"green","Photograph",2,2,2,1,1,1728,0,"Female","Heterosexual","Female","Irrelevant"
"S109","NF-1069",9,2,1994,"red","AI-Generated",2,2,4,1,1,789,3,"Female","Heterosexual","Female","Irrelevant"
"S109","NF-1072",10,2,3977,"green","Photograph",4,4,4,1,1,997,3,"Female","Heterosexual","Female","Irrelevant"
"S109","NF-1097",11,2,2896,"green","Photograph",4,2,4,1,1,811,-3,"Female","Heterosexual","Female","Irrelevant"
"S109","NF-1031",12,2,2921,"red","AI-Generated",2,2,6,1,1,991,-3,"Female","Heterosexual","Female","Irrelevant"
"S109","NF-1109",13,2,81222,"green","Photograph",4,4,4,1,1,705,-3,"Female","Heterosexual","Female","Irrelevant"
"S109","NF-1030",14,2,4802,"green","Photograph",3,0,5,1,1,825,-3,"Female","Heterosexual","Female","Irrelevant"
"S109","NF-1002",15,2,2448,"red","AI-Generated",2,0,6,1,1,820,3,"Female","Heterosexual","Female","Irrelevant"
"S109","NF-1062",16,2,1946,"green","Photograph",3,0,6,1,1,1675,3,"Female","Heterosexual","Female","Irrelevant"
"S109","NF-1103",17,2,2378,"green","Photograph",3,0,6,1,1,1373,-3,"Female","Heterosexual","Female","Irrelevant"
"S109","NF-1056",18,2,2087,"green","Photograph",2,0,6,1,1,1940,-3,"Female","Heterosexual","Female","Irrelevant"
"S109","NF-1017",19,2,2924,"red","AI-Generated",2,0,3,1,1,971,3,"Female","Heterosexual","Female","Irrelevant"
"S109","NM-1074",20,2,3938,"green","Photograph",0,0,0,1,1,1186,0,"Female","Heterosexual","Male","Relevant"
"S109","NF-1003",21,2,4159,"green","Photograph",3,0,3,1,1,692,-3,"Female","Heterosexual","Female","Irrelevant"
"S109","NF-1032",22,2,2594,"red","AI-Generated",3,0,6,1,1,976,3,"Female","Heterosexual","Female","Irrelevant"
"S109","NM-1070",23,2,1977,"green","Photograph",0,0,0,1,1,772,-3,"Female","Heterosexual","Male","Relevant"
"S109","NM-1058",24,2,3677,"red","AI-Generated",2,0,6,1,1,1489,-3,"Female","Heterosexual","Male","Relevant"
"S109","NF-1050",25,2,2426,"red","AI-Generated",2,0,6,1,1,933,-3,"Female","Heterosexual","Female","Irrelevant"
"S109","NM-1092",26,2,1806,"red","AI-Generated",0,0,0,1,1,910,-3,"Female","Heterosexual","Male","Relevant"
"S109","NF-1034",27,2,3178,"red","AI-Generated",0,0,4,1,1,843,-3,"Female","Heterosexual","Female","Irrelevant"
"S109","NF-1084",28,2,4562,"red","AI-Generated",2,0,6,1,1,856,3,"Female","Heterosexual","Female","Irrelevant"
"S109","NF-1037",29,2,1897,"green","Photograph",1,0,6,1,1,887,3,"Female","Heterosexual","Female","Irrelevant"
"S109","NF-1088",30,2,2715,"green","Photograph",4,0,6,1,1,821,3,"Female","Heterosexual","Female","Irrelevant"
"S109","NF-1004",31,2,2500,"red","AI-Generated",2,0,6,1,1,733,3,"Female","Heterosexual","Female","Irrelevant"
"S109","NF-1044",32,2,2571,"green","Photograph",2,0,0,1,1,1029,-3,"Female","Heterosexual","Female","Irrelevant"
"S109","NF-1059",33,2,2545,"red","AI-Generated",0,0,0,1,1,1029,-3,"Female","Heterosexual","Female","Irrelevant"
"S109","NM-1033",34,2,1662,"green","Photograph",0,0,0,1,1,1005,3,"Female","Heterosexual","Male","Relevant"
"S109","NF-1105",35,2,3003,"green","Photograph",3,0,4,1,1,1643,-3,"Female","Heterosexual","Female","Irrelevant"
"S109","NF-1107",36,2,3312,"green","Photograph",2,0,6,1,1,741,-3,"Female","Heterosexual","Female","Irrelevant"
"S109","NF-1013",37,2,2510,"green","Photograph",2,0,6,1,1,1425,3,"Female","Heterosexual","Female","Irrelevant"
"S109","NF-1015",38,2,2187,"green","Photograph",4,0,6,1,1,1622,3,"Female","Heterosexual","Female","Irrelevant"
"S109","NF-1042",39,2,2186,"red","AI-Generated",3,0,6,1,1,987,-3,"Female","Heterosexual","Female","Irrelevant"
"S109","NF-1079",40,2,1906,"green","Photograph",0,0,0,1,1,702,-3,"Female","Heterosexual","Female","Irrelevant"
"S109","NF-1048",41,2,7323,"green","Photograph",4,0,3,1,1,1559,-3,"Female","Heterosexual","Female","Irrelevant"
"S109","NM-1091",42,2,23883,"red","AI-Generated",4,0,0,1,1,860,-3,"Female","Heterosexual","Male","Relevant"
"S109","NF-1085",43,2,37361,"green","Photograph",3,0,5,1,1,1342,3,"Female","Heterosexual","Female","Irrelevant"
"S109","NF-1073",44,2,2298,"red","AI-Generated",3,0,2,1,1,900,1,"Female","Heterosexual","Female","Irrelevant"
"S109","NF-1016",45,2,3128,"red","AI-Generated",2,0,2,1,1,803,3,"Female","Heterosexual","Female","Irrelevant"
"S109","NF-1009",46,2,2425,"green","Photograph",2,0,4,1,1,810,-3,"Female","Heterosexual","Female","Irrelevant"
"S109","NF-1071",47,2,3368,"green","Photograph",2,0,2,1,1,731,-3,"Female","Heterosexual","Female","Irrelevant"
"S109","NF-1014",48,2,2446,"red","AI-Generated",2,0,6,1,1,1211,3,"Female","Heterosexual","Female","Irrelevant"
"S109","NF-1018",49,2,2450,"green","Photograph",4,0,6,1,1,824,3,"Female","Heterosexual","Female","Irrelevant"
"S109","NF-1066",50,2,2945,"red","AI-Generated",3,0,4,1,1,921,-3,"Female","Heterosexual","Female","Irrelevant"
"S109","NF-1101",51,2,2297,"red","AI-Generated",4,0,6,1,1,769,-3,"Female","Heterosexual","Female","Irrelevant"
"S109","NF-1051",52,2,2573,"green","Photograph",3,0,6,1,1,1041,-3,"Female","Heterosexual","Female","Irrelevant"
"S109","NF-1047",53,2,3171,"red","AI-Generated",0,0,6,1,1,803,-3,"Female","Heterosexual","Female","Irrelevant"
"S109","NM-1019",54,2,2552,"red","AI-Generated",0,0,2,1,1,1201,3,"Female","Heterosexual","Male","Relevant"
"S109","NF-1076",55,2,3292,"green","Photograph",4,0,4,1,1,1053,3,"Female","Heterosexual","Female","Irrelevant"
"S109","NF-1001",56,2,3666,"green","Photograph",2,0,6,1,1,779,-3,"Female","Heterosexual","Female","Irrelevant"
"S109","NF-1023",57,2,4012,"red","AI-Generated",3,0,6,1,1,1271,3,"Female","Heterosexual","Female","Irrelevant"
"S109","NM-1035",58,2,3732,"green","Photograph",0,0,0,1,1,896,3,"Female","Heterosexual","Male","Relevant"
"S109","NF-1053",59,2,2299,"red","AI-Generated",2,0,6,1,1,903,3,"Female","Heterosexual","Female","Irrelevant"
"S109","NF-1022",60,2,3974,"green","Photograph",3,0,6,1,1,1664,3,"Female","Heterosexual","Female","Irrelevant"
"S109","NF-1063",61,2,3493,"green","Photograph",4,0,6,1,1,839,-3,"Female","Heterosexual","Female","Irrelevant"
"S109","NF-1049",62,2,2314,"green","Photograph",2,0,6,1,1,4694,-3,"Female","Heterosexual","Female","Irrelevant"
"S109","NF-1077",63,2,94861,"red","AI-Generated",0,0,0,1,1,1097,-3,"Female","Heterosexual","Female","Irrelevant"
"S109","NF-1025",64,2,29743,"red","AI-Generated",0,0,0,1,1,859,3,"Female","Heterosexual","Female","Irrelevant"
"S109","NF-1098",65,2,2267,"red","AI-Generated",3,0,6,1,1,1020,3,"Female","Heterosexual","Female","Irrelevant"
"S109","NF-1094",66,2,2150,"red","AI-Generated",3,0,6,1,1,646,-3,"Female","Heterosexual","Female","Irrelevant"
"S109","NF-1080",67,2,2098,"red","AI-Generated",2,0,6,1,1,701,3,"Female","Heterosexual","Female","Irrelevant"
"S109","NM-1090",68,2,6275,"red","AI-Generated",0,0,0,1,1,1029,3,"Female","Heterosexual","Male","Relevant"
"S109","NF-1057",69,2,32608,"red","AI-Generated",0,0,0,1,1,735,-3,"Female","Heterosexual","Female","Irrelevant"
"S109","NF-1020",70,2,1722,"green","Photograph",0,0,0,1,1,724,-3,"Female","Heterosexual","Female","Irrelevant"
"S109","NF-1046",71,2,2789,"green","Photograph",4,0,6,1,1,1341,3,"Female","Heterosexual","Female","Irrelevant"
"S109","NF-1012",72,2,2501,"red","AI-Generated",1,0,6,1,1,690,-3,"Female","Heterosexual","Female","Irrelevant"
"S109","NM-1052",73,2,3235,"red","AI-Generated",0,0,0,1,1,999,-3,"Female","Heterosexual","Male","Relevant"
"S109","NM-1055",74,2,1771,"red","AI-Generated",0,0,0,1,1,660,-3,"Female","Heterosexual","Male","Relevant"
"S109","NF-1099",75,2,3005,"green","Photograph",0,0,6,1,1,1097,-3,"Female","Heterosexual","Female","Irrelevant"
"S109","NM-1010",76,2,2332,"red","AI-Generated",0,0,0,1,1,1714,0,"Female","Heterosexual","Male","Relevant"
"S109","NM-1104",77,2,1964,"green","Photograph",0,0,0,1,1,780,-3,"Female","Heterosexual","Male","Relevant"
"S109","NM-1064",78,2,3132,"red","AI-Generated",0,0,0,1,1,1202,-3,"Female","Heterosexual","Male","Relevant"
"S109","NF-1036",79,2,86372,"red","AI-Generated",0,0,0,1,1,745,-3,"Female","Heterosexual","Female","Irrelevant"
"S109","NF-1106",80,2,209178,"red","AI-Generated",0,0,0,1,1,3259,-3,"Female","Heterosexual","Female","Irrelevant"
"S109","NF-1087",81,2,1783,"green","Photograph",0,0,0,1,1,783,-3,"Female","Heterosexual","Female","Irrelevant"
"S109","NF-1110",82,2,1842,"green","Photograph",0,0,6,1,1,963,-3,"Female","Heterosexual","Female","Irrelevant"
"S109","NF-1083",83,2,3410,"red","AI-Generated",0,0,6,1,1,653,-3,"Female","Heterosexual","Female","Irrelevant"
"S109","NF-1086",84,2,2643,"red","AI-Generated",0,0,6,1,1,702,3,"Female","Heterosexual","Female","Irrelevant"
"S109","NF-1041",85,2,44557,"green","Photograph",0,0,0,1,1,1177,-3,"Female","Heterosexual","Female","Irrelevant"
"S109","NF-1005",86,2,3552,"green","Photograph",3,0,6,1,1,1055,3,"Female","Heterosexual","Female","Irrelevant"
"S109","NF-1054",87,2,2014,"green","Photograph",3,0,6,1,1,858,3,"Female","Heterosexual","Female","Irrelevant"
"S109","NF-1043",88,2,31442,"red","AI-Generated",0,0,0,1,1,1648,-3,"Female","Heterosexual","Female","Irrelevant"
"S109","NF-1006",89,2,2316,"red","AI-Generated",0,0,0,1,1,1149,-3,"Female","Heterosexual","Female","Irrelevant"
"S109","NM-1029",90,2,2021,"green","Photograph",0,0,0,1,1,1098,-3,"Female","Heterosexual","Male","Relevant"
"S109","NF-1060",91,2,2262,"red","AI-Generated",4,0,6,1,1,885,-3,"Female","Heterosexual","Female","Irrelevant"
"S109","NF-1065",92,2,2247,"red","AI-Generated",4,0,6,1,1,1741,3,"Female","Heterosexual","Female","Irrelevant"
"S109","NF-1067",93,2,216044,"green","Photograph",0,0,0,1,1,844,-3,"Female","Heterosexual","Female","Irrelevant"
"S109","NF-1021",94,2,1939,"red","AI-Generated",0,0,0,1,1,1152,-3,"Female","Heterosexual","Female","Irrelevant"
"S109","NF-1081",95,2,2501,"green","Photograph",0,0,0,1,1,918,-3,"Female","Heterosexual","Female","Irrelevant"
"S109","NF-1008",96,2,4004,"red","AI-Generated",2,0,6,1,1,853,-3,"Female","Heterosexual","Female","Irrelevant"
"S109","NF-1093",97,2,1632,"green","Photograph",0,0,0,1,1,874,3,"Female","Heterosexual","Female","Irrelevant"
"S109","NF-1024",98,2,2225,"green","Photograph",0,0,0,1,1,748,-3,"Female","Heterosexual","Female","Irrelevant"
"S109","NF-1082",99,2,2491,"red","AI-Generated",2,0,6,1,1,828,3,"Female","Heterosexual","Female","Irrelevant"
"S109","NF-1039",100,2,2019,"red","AI-Generated",2,0,6,1,1,702,-3,"Female","Heterosexual","Female","Irrelevant"
"S109","NF-1095",101,2,4070,"green","Photograph",2,0,6,1,1,991,-3,"Female","Heterosexual","Female","Irrelevant"
"S109","NM-1038",102,2,12387,"green","Photograph",2,0,6,1,1,2148,-3,"Female","Heterosexual","Male","Relevant"
"S109","NF-1100",103,2,2666,"green","Photograph",2,0,6,1,1,948,3,"Female","Heterosexual","Female","Irrelevant"
"S109","NM-1007",104,2,1802,"green","Photograph",0,0,0,1,1,1214,-3,"Female","Heterosexual","Male","Relevant"
"S109","NM-1102",105,2,2651,"green","Photograph",0,0,0,1,1,1122,3,"Female","Heterosexual","Male","Relevant"
"S109","NF-1075",106,2,2280,"red","AI-Generated",0,0,0,1,1,795,-3,"Female","Heterosexual","Female","Irrelevant"
"S109","NF-1108",107,2,2245,"green","Photograph",2,0,6,1,1,836,3,"Female","Heterosexual","Female","Irrelevant"
"S109","NF-1096",108,2,2382,"green","Photograph",2,0,6,1,1,1067,-3,"Female","Heterosexual","Female","Irrelevant"
"S109","NF-1061",109,2,2408,"red","AI-Generated",2,0,6,1,1,886,-3,"Female","Heterosexual","Female","Irrelevant"
"S088","NF-1021",1,2,6772,"blue","Photograph",2,1,3,1,1,1120,-3,"Female","Heterosexual","Female","Irrelevant"
"S088","NF-1096",2,2,7454,"blue","Photograph",2,0,4,1,1,1598,-2,"Female","Heterosexual","Female","Irrelevant"
"S088","NF-1075",3,2,10251,"blue","Photograph",2,0,2,1,1,2428,-2,"Female","Heterosexual","Female","Irrelevant"
"S088","NF-1093",4,2,5452,"red","AI-Generated",0,0,3,1,1,1458,3,"Female","Heterosexual","Female","Irrelevant"
"S088","NF-1002",5,2,5703,"blue","Photograph",0,0,3,1,1,1971,1,"Female","Heterosexual","Female","Irrelevant"
"S088","NF-1071",6,2,9795,"blue","Photograph",0,0,3,1,1,1004,-2,"Female","Heterosexual","Female","Irrelevant"
"S088","NF-1025",7,2,9969,"red","AI-Generated",1,0,3,1,1,1726,-2,"Female","Heterosexual","Female","Irrelevant"
"S088","NF-1099",8,2,8545,"blue","Photograph",3,1,4,1,1,2018,0,"Female","Heterosexual","Female","Irrelevant"
"S088","NF-1054",9,2,4708,"blue","Photograph",0,0,3,1,1,1586,-1,"Female","Heterosexual","Female","Irrelevant"
"S088","NM-1091",10,2,4844,"red","AI-Generated",0,0,2,1,1,1269,2,"Female","Heterosexual","Male","Relevant"
"S088","NF-1022",11,2,5897,"red","AI-Generated",0,0,3,1,1,1133,-1,"Female","Heterosexual","Female","Irrelevant"
"S088","NF-1028",12,2,8178,"blue","Photograph",1,0,3,1,1,1630,1,"Female","Heterosexual","Female","Irrelevant"
"S088","NF-1012",13,2,5925,"blue","Photograph",0,0,4,1,1,1739,-1,"Female","Heterosexual","Female","Irrelevant"
"S088","NF-1083",14,2,6229,"red","AI-Generated",1,0,3,1,1,1535,-1,"Female","Heterosexual","Female","Irrelevant"
"S088","NM-1035",15,2,6194,"blue","Photograph",1,0,3,1,1,3733,0,"Female","Heterosexual","Male","Relevant"
"S088","NF-1105",16,2,6673,"blue","Photograph",0,0,2,1,1,1252,-3,"Female","Heterosexual","Female","Irrelevant"
"S088","NM-1074",17,2,6296,"blue","Photograph",0,0,3,1,1,2533,-2,"Female","Heterosexual","Male","Relevant"
"S088","NF-1076",18,2,5342,"blue","Photograph",2,0,3,1,1,1370,-3,"Female","Heterosexual","Female","Irrelevant"
"S088","NM-1011",19,2,4584,"red","AI-Generated",0,0,2,1,1,1818,3,"Female","Heterosexual","Male","Relevant"
"S088","NF-1039",20,2,5119,"blue","Photograph",0,0,3,1,1,1899,-2,"Female","Heterosexual","Female","Irrelevant"
"S088","NF-1089",21,2,5717,"blue","Photograph",1,0,3,1,1,1216,-3,"Female","Heterosexual","Female","Irrelevant"
"S088","NM-1027",22,2,5228,"blue","Photograph",1,0,3,1,1,1750,-1,"Female","Heterosexual","Male","Relevant"
"S088","NM-1058",23,2,5961,"red","AI-Generated",1,0,2,1,1,1400,-2,"Female","Heterosexual","Male","Relevant"
"S088","NF-1044",24,2,5312,"red","AI-Generated",1,0,2,1,1,2772,1,"Female","Heterosexual","Female","Irrelevant"
"S088","NF-1073",25,2,6912,"red","AI-Generated",1,0,3,1,1,1430,-1,"Female","Heterosexual","Female","Irrelevant"
"S088","NF-1051",26,2,9272,"red","AI-Generated",0,0,2,1,1,1617,-2,"Female","Heterosexual","Female","Irrelevant"
"S088","NF-1108",27,2,9954,"red","AI-Generated",3,0,4,1,1,7738,-2,"Female","Heterosexual","Female","Irrelevant"
"S088","NF-1107",28,2,5779,"blue","Photograph",0,0,2,1,1,1520,1,"Female","Heterosexual","Female","Irrelevant"
"S088","NF-1003",29,2,8051,"blue","Photograph",2,0,3,1,1,1607,-2,"Female","Heterosexual","Female","Irrelevant"
"S088","NF-1079",30,2,5620,"red","AI-Generated",0,0,2,1,1,950,-2,"Female","Heterosexual","Female","Irrelevant"
"S088","NF-1046",31,2,5451,"red","AI-Generated",1,0,2,1,1,3833,0,"Female","Heterosexual","Female","Irrelevant"
"S088","NF-1005",32,2,5603,"red","AI-Generated",1,0,3,1,1,1599,3,"Female","Heterosexual","Female","Irrelevant"
"S088","NF-1020",33,2,5580,"blue","Photograph",1,0,3,1,1,2340,-2,"Female","Heterosexual","Female","Irrelevant"
"S088","NF-1056",34,2,4822,"red","AI-Generated",2,0,3,1,1,961,3,"Female","Heterosexual","Female","Irrelevant"
"S088","NF-1103",35,2,5147,"blue","Photograph",0,0,3,1,1,1848,-1,"Female","Heterosexual","Female","Irrelevant"
"S088","NM-1010",36,2,4622,"red","AI-Generated",0,0,3,1,1,1554,-1,"Female","Heterosexual","Male","Relevant"
"S088","NF-1032",37,2,5182,"blue","Photograph",1,0,3,1,1,1741,2,"Female","Heterosexual","Female","Irrelevant"
"S088","NF-1088",38,2,5069,"red","AI-Generated",0,0,3,1,1,1170,-3,"Female","Heterosexual","Female","Irrelevant"
"S088","NF-1031",39,2,4685,"red","AI-Generated",0,0,3,1,1,1146,-1,"Female","Heterosexual","Female","Irrelevant"
"S088","NF-1013",40,2,7830,"red","AI-Generated",1,0,3,1,1,1509,-2,"Female","Heterosexual","Female","Irrelevant"
"S088","NF-1057",41,2,4915,"blue","Photograph",0,0,3,1,1,1324,-3,"Female","Heterosexual","Female","Irrelevant"
"S088","NF-1024",42,2,4756,"red","AI-Generated",1,0,3,1,1,1328,-3,"Female","Heterosexual","Female","Irrelevant"
"S088","NM-1038",43,2,6042,"blue","Photograph",0,0,3,1,1,1959,2,"Female","Heterosexual","Male","Relevant"
"S088","NF-1048",44,2,4967,"red","AI-Generated",2,0,3,1,1,1820,3,"Female","Heterosexual","Female","Irrelevant"
"S088","NM-1029",45,2,4569,"blue","Photograph",1,0,3,1,1,1929,3,"Female","Heterosexual","Male","Relevant"
"S088","NF-1065",46,2,4562,"red","AI-Generated",2,0,4,1,1,1606,1,"Female","Heterosexual","Female","Irrelevant"
"S088","NF-1085",47,2,4443,"blue","Photograph",2,0,4,1,1,1397,3,"Female","Heterosexual","Female","Irrelevant"
"S088","NF-1040",48,2,4862,"red","AI-Generated",2,0,4,1,1,1406,3,"Female","Heterosexual","Female","Irrelevant"
"S088","NF-1015",49,2,5223,"blue","Photograph",1,0,3,1,1,1519,3,"Female","Heterosexual","Female","Irrelevant"
"S088","NF-1059",50,2,4105,"red","AI-Generated",0,0,1,1,1,1721,0,"Female","Heterosexual","Female","Irrelevant"
"S088","NM-1033",51,2,4715,"blue","Photograph",0,0,1,1,1,3038,-2,"Female","Heterosexual","Male","Relevant"
"S088","NM-1019",52,2,5413,"blue","Photograph",0,0,2,1,1,962,2,"Female","Heterosexual","Male","Relevant"
